region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
3,26,39,0,8,105.0,3,13,0.0,1,1,1,0,1,1,6.6,39.75,0.0,37.25,38.25,159.7,1022.45,0.0,1005.0,885.1,1,1,1,0,1,1,1,1,1,1.88707,3.68261,3.5723445,3.617652,3.644144,4.65396,4,0
1,13,54,0,2,31.0,4,2,0.0,0,1,0,0,0,0,5.85,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1.766442,3.208825,3.5723445,2.847812,3.594569,3.433987,1,0
2,69,40,1,13,41.0,2,17,0.0,0,3,0,0,1,0,25.25,0.0,0.0,33.0,0.0,1725.1,0.0,0.0,2320.0,0.0,1,0,0,0,0,0,0,0,0,3.228826,3.208825,3.5723445,3.496508,3.594569,3.713572,2,0
3,61,50,1,30,102.0,4,9,0.0,1,3,0,0,1,0,12.6,0.0,0.0,12.5,0.0,760.3,0.0,0.0,745.0,0.0,1,0,0,1,0,0,0,0,1,2.533697,3.208825,3.5723445,2.525729,3.594569,4.624973,2,0
2,45,22,1,2,36.0,4,0,0.0,1,5,1,1,0,0,9.95,14.75,26.15,0.0,0.0,412.1,663.1,1180.5,0.0,0.0,1,0,0,0,0,0,0,0,0,2.297573,2.691243,3.263849,2.847812,3.594569,3.583519,2,1
2,3,37,0,13,24.0,1,3,0.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0.693147,3.208825,3.5723445,2.847812,3.594569,3.178054,1,0
2,53,22,0,1,25.0,4,0,0.0,0,2,0,1,1,0,12.05,0.0,27.15,6.5,0.0,666.0,0.0,1469.25,335.0,0.0,1,0,0,1,0,0,0,0,1,2.489065,3.208825,3.301377,1.871802,3.594569,3.218876,2,0
1,59,42,0,1,68.0,2,21,0.0,1,1,1,0,1,0,17.3,21.25,0.0,19.25,0.0,997.85,1183.55,0.0,1160.0,0.0,1,0,0,0,1,1,1,1,0,2.850707,3.056357,3.5723445,2.957511,3.594569,4.219508,3,0
1,13,34,0,11,20.0,3,0,0.0,1,1,0,0,0,0,4.8,0.0,0.0,0.0,0.0,71.05,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1.568616,3.208825,3.5723445,2.847812,3.594569,2.995732,1,0
3,31,31,0,4,48.0,1,15,0.0,0,1,0,0,0,0,3.8,0.0,0.0,0.0,0.0,127.7,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,1.335001,3.208825,3.5723445,2.847812,3.594569,3.871201,3,0
1,40,29,1,6,40.0,2,8,0.0,1,5,0,0,0,0,13.0,0.0,0.0,0.0,0.0,502.95,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,2.564949,3.208825,3.5723445,2.847812,3.594569,3.688879,3,0
1,48,55,0,15,79.0,1,25,0.0,0,1,0,0,1,0,13.8,0.0,0.0,25.5,0.0,668.65,0.0,0.0,1140.0,0.0,0,0,0,0,1,1,1,1,0,2.624669,3.208825,3.5723445,3.238678,3.594569,4.369448,3,0
3,3,31,0,1,28.0,1,0,0.0,0,1,1,1,1,0,3.45,15.5,23.3,23.5,0.0,13.3,48.75,62.95,45.0,0.0,0,0,0,1,0,0,1,0,0,1.238374,2.74084,3.148453,3.157,3.594569,3.332205,1,1
2,51,48,0,12,64.0,2,22,0.0,1,1,0,0,1,0,14.8,0.0,0.0,17.0,0.0,708.45,0.0,0.0,820.0,0.0,0,0,0,0,0,0,0,0,0,2.694627,3.208825,3.5723445,2.833213,3.594569,4.158883,1,0
3,33,41,0,15,37.0,2,11,0.0,0,1,0,0,0,0,12.2,0.0,0.0,0.0,0.0,415.05,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.501436,3.208825,3.5723445,2.847812,3.594569,3.610918,1,0
3,14,47,1,7,48.0,1,13,0.0,0,2,1,0,0,0,4.25,11.0,0.0,0.0,0.0,55.5,126.45,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1.446919,2.397895,3.5723445,2.847812,3.594569,3.871201,1,0
1,17,42,1,6,131.0,5,6,0.0,0,3,0,1,0,1,5.8,0.0,35.35,0.0,21.65,103.1,0.0,527.8,0.0,331.4,1,0,0,1,0,0,0,0,1,1.757858,3.208825,3.565298,2.847812,3.075005,4.875197,2,1
3,19,29,1,9,18.0,2,2,0.0,0,3,0,0,0,0,5.4,0.0,0.0,0.0,0.0,108.5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,1.686399,3.208825,3.5723445,2.847812,3.594569,2.890372,1,1
2,58,36,0,10,38.0,2,14,0.0,1,1,0,0,1,0,10.15,0.0,0.0,17.75,0.0,538.65,0.0,0.0,1030.0,0.0,1,0,0,0,0,0,0,0,0,2.317474,3.208825,3.5723445,2.876386,3.594569,3.637586,2,0
3,22,23,0,3,37.0,2,4,0.0,1,3,0,1,1,1,5.35,0.0,28.1,9.0,24.7,144.05,0.0,602.2,200.0,503.5,0,1,0,1,1,0,0,1,1,1.677097,3.208825,3.33577,2.197225,3.206803,3.610918,4,0
2,29,31,1,1,60.0,4,6,0.0,0,5,0,1,0,0,9.6,0.0,26.75,0.0,0.0,243.9,0.0,730.8,0.0,0.0,1,0,0,1,0,0,0,0,1,2.261763,3.208825,3.286534,2.847812,3.594569,4.094345,2,1
3,14,22,1,2,13.0,3,0,0.0,1,4,0,1,0,0,9.45,0.0,26.85,0.0,0.0,117.55,0.0,364.1,0.0,0.0,1,0,0,1,0,0,0,0,0,2.246015,3.208825,3.290266,2.847812,3.594569,2.564949,2,1
2,70,64,1,18,98.0,1,31,0.0,1,2,1,0,1,1,26.15,84.0,0.0,11.25,45.45,1805.1,5850.25,0.0,720.0,3243.25,1,1,1,0,1,1,1,1,0,3.263849,4.430817,3.5723445,2.420368,3.816613,4.584967,4,0
1,62,52,1,2,195.0,1,23,0.0,0,2,1,0,1,1,23.15,36.75,0.0,36.0,34.3,1420.95,2308.25,0.0,2205.0,2082.8,1,0,0,0,0,0,1,1,0,3.141995,3.604138,3.5723445,3.583519,3.535145,5.273,3,1
2,7,35,1,0,47.0,1,14,0.0,0,5,0,0,0,0,5.2,0.0,0.0,0.0,0.0,46.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.648659,3.208825,3.5723445,2.847812,3.594569,3.850148,1,1
1,56,47,1,19,65.0,2,22,0.0,0,3,1,0,1,1,12.4,48.75,0.0,36.5,58.4,744.45,2695.95,0.0,2070.0,3084.2,0,1,1,0,1,1,1,1,0,2.517696,3.886705,3.5723445,3.597312,4.067316,4.174387,4,0
1,50,50,1,22,150.0,5,5,0.0,1,4,0,1,1,0,19.3,0.0,33.4,50.75,0.0,930.8,0.0,1719.4,2585.0,0.0,1,1,0,1,0,0,1,0,1,2.960105,3.208825,3.508556,3.926912,3.594569,5.010635,2,1
2,57,39,0,6,106.0,5,8,0.0,0,1,1,1,1,1,9.05,24.25,41.85,12.25,39.6,568.15,1486.35,2291.35,740.0,2183.95,1,0,1,0,1,1,1,1,0,2.202765,3.188417,3.734092,2.505526,3.678829,4.663439,3,0
3,2,40,0,19,51.0,4,14,0.0,1,1,0,0,0,0,4.25,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1.446919,3.208825,3.5723445,2.847812,3.594569,3.931826,1,0
2,40,38,0,17,96.0,4,0,0.0,1,1,0,0,0,0,9.3,0.0,0.0,0.0,0.0,316.05,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.230014,3.208825,3.5723445,2.847812,3.594569,4.564348,1,0
2,6,43,0,4,33.0,5,7,0.0,0,2,0,0,1,1,4.25,0.0,0.0,16.25,26.75,30.0,0.0,0.0,85.0,146.55,1,0,1,0,1,1,1,1,0,1.446919,3.208825,3.5723445,2.788093,3.286534,3.496508,3,0
3,23,25,1,6,38.0,2,1,0.0,1,3,1,1,1,0,13.9,23.25,28.5,3.75,0.0,255.0,574.85,621.25,65.0,0.0,1,0,1,0,0,1,1,0,0,2.631889,3.146305,3.349904,1.321756,3.594569,3.637586,3,0
3,11,32,0,6,125.0,4,5,0.0,0,1,1,1,1,1,3.8,19.25,61.45,19.0,58.25,31.75,233.4,578.6,200.0,577.7,1,1,1,1,1,1,1,1,1,1.335001,2.957511,4.118224,2.944439,4.064744,4.828314,4,1
1,29,37,1,13,145.0,5,0,0.0,1,4,1,1,1,1,8.6,24.0,41.15,17.75,28.0,241.45,713.45,1201.4,495.0,722.8,0,1,1,1,1,1,1,1,0,2.151762,3.178054,3.717224,2.876386,3.332205,4.976734,4,0
1,42,44,1,2,99.0,2,21,0.0,0,3,1,0,1,0,22.05,34.75,0.0,9.75,0.0,841.55,1501.55,0.0,395.0,0.0,1,0,0,0,0,1,0,1,0,3.093313,3.54818,3.5723445,2.277267,3.594569,4.59512,3,0
1,20,34,1,2,22.0,4,0,0.0,1,3,1,1,1,1,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635.0,570.65,0,0,1,1,1,1,1,1,1,1.578979,2.904165,3.556776,3.54818,3.454738,3.091042,4,0
2,72,60,1,21,31.0,1,38,1.0,0,2,0,0,1,0,32.25,0.0,0.0,33.5,0.0,2349.25,0.0,0.0,2385.0,0.0,1,0,0,0,0,0,0,0,0,3.473518,3.208825,3.5723445,3.511545,3.594569,3.433987,2,0
1,2,36,0,3,25.0,1,6,0.0,1,1,1,1,1,1,1.9,15.75,28.7,5.0,24.15,3.6,23.05,29.05,5.0,20.95,0,0,1,0,1,1,1,1,0,0.641854,2.75684,3.356897,1.609438,3.184284,3.218876,3,0
3,46,25,0,5,57.0,5,0,0.0,1,2,1,1,1,1,20.25,21.25,39.4,9.75,28.35,923.95,968.95,1748.55,445.0,1246.45,0,0,0,1,0,0,1,1,1,3.008155,3.056357,3.673766,2.277267,3.344627,4.043051,1,0
2,39,51,1,21,41.0,5,20,0.0,0,6,1,1,1,1,12.1,20.5,54.3,9.75,35.35,492.8,910.25,2059.7,330.0,1301.1,1,1,1,1,1,1,1,1,1,2.493205,3.020425,3.994524,2.277267,3.565298,3.713572,4,0
3,24,25,1,1,20.0,3,1,0.0,1,2,0,1,0,0,8.15,0.0,27.95,0.0,0.0,209.35,0.0,615.8,0.0,0.0,1,0,0,1,1,0,1,0,0,2.098018,3.208825,3.330417,2.847812,3.594569,2.995732,2,1
3,59,43,1,4,101.0,2,22,0.0,1,5,0,0,1,0,13.65,0.0,0.0,20.75,0.0,817.65,0.0,0.0,1195.0,0.0,1,0,0,0,0,0,0,1,0,2.61374,3.208825,3.5723445,3.032546,3.594569,4.615121,2,0
1,65,37,0,8,56.0,2,15,0.0,0,1,0,0,1,0,10.25,0.0,0.0,10.75,0.0,681.95,0.0,0.0,655.0,0.0,1,0,0,0,0,0,0,0,0,2.327278,3.208825,3.5723445,2.374906,3.594569,4.025352,2,0
2,50,27,1,5,22.0,2,5,0.0,1,3,0,0,1,0,17.2,0.0,0.0,13.25,0.0,893.3,0.0,0.0,750.0,0.0,0,0,0,0,0,0,0,0,0,2.844909,3.208825,3.5723445,2.583998,3.594569,3.091042,1,0
1,57,37,0,11,108.0,4,9,0.0,1,1,1,1,1,0,21.8,27.25,42.0,8.0,0.0,1292.0,1492.1,2394.75,425.0,0.0,1,0,0,1,1,1,0,1,0,3.08191,3.305054,3.73767,2.079442,3.594569,4.682131,3,0
3,61,48,0,14,115.0,4,20,0.0,1,1,1,1,1,1,12.8,16.0,39.2,17.25,31.0,785.7,953.95,2410.1,1015.0,1799.15,1,1,1,1,1,0,1,1,1,2.549445,2.772589,3.668677,2.847812,3.433987,4.744932,4,0
3,34,54,0,31,53.0,4,22,0.0,0,1,1,1,1,1,8.1,18.0,45.6,56.5,66.9,225.4,588.4,1463.8,1880.0,2304.8,1,1,1,1,0,0,1,0,1,2.091864,2.890372,3.819908,4.034241,4.203199,3.970292,4,0
3,38,53,0,13,242.0,4,12,0.0,0,1,1,1,1,1,8.95,37.75,54.1,28.5,50.75,396.35,1556.4,1979.1,1020.0,1934.9,1,1,1,0,1,1,1,1,1,2.191654,3.630985,3.990834,3.349904,3.926912,5.488938,4,0
1,3,24,1,2,20.0,2,3,0.0,1,5,1,0,1,0,3.35,22.5,0.0,9.25,0.0,7.55,49.55,0.0,15.0,0.0,0,1,0,1,1,1,0,1,0,1.20896,3.113515,3.5723445,2.224624,3.594569,2.995732,3,0
2,4,47,0,5,123.0,4,11,0.0,0,1,0,1,1,0,2.5,0.0,25.3,13.75,0.0,9.25,0.0,99.5,40.0,0.0,0,0,0,1,0,0,1,0,1,0.916291,3.208825,3.230804,2.621039,3.594569,4.812184,1,0
2,15,35,0,0,34.0,1,12,0.0,0,1,0,0,0,0,3.95,0.0,0.0,0.0,0.0,47.95,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.373716,3.208825,3.5723445,2.847812,3.594569,3.526361,1,0
1,25,29,1,8,31.0,4,3,0.0,1,5,0,1,0,0,12.95,0.0,33.05,0.0,0.0,348.9,0.0,832.85,0.0,0.0,1,0,0,1,0,0,0,0,1,2.561096,3.208825,3.498022,2.847812,3.594569,3.433987,2,1
3,21,44,0,25,47.0,1,12,0.0,1,2,0,0,1,0,7.05,0.0,0.0,14.5,0.0,182.3,0.0,0.0,285.0,0.0,0,0,0,0,1,1,1,1,0,1.953028,3.208825,3.5723445,2.674149,3.594569,3.850148,3,0
3,50,37,1,11,48.0,3,8,0.0,1,2,1,0,1,0,12.9,27.75,0.0,8.75,0.0,669.75,1445.15,0.0,445.0,0.0,0,0,0,0,1,1,1,1,0,2.557227,3.323236,3.5723445,2.169054,3.594569,3.871201,3,0
2,65,64,1,22,13.0,2,5,1.0,1,3,1,0,1,0,14.6,33.0,0.0,15.75,0.0,921.7,1990.2,0.0,930.0,0.0,0,0,0,0,1,1,1,1,0,2.681022,3.496508,3.5723445,2.75684,3.594569,2.564949,3,0
2,59,52,1,18,78.0,1,25,0.0,0,2,0,0,0,0,18.6,0.0,0.0,0.0,0.0,1179.05,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.923162,3.208825,3.5723445,2.847812,3.594569,4.356709,1,0
3,29,26,0,7,34.0,1,7,0.0,1,2,0,0,1,0,6.5,0.0,0.0,16.0,0.0,198.7,0.0,0.0,490.0,0.0,0,0,0,0,1,1,0,0,0,1.871802,3.208825,3.5723445,2.772589,3.594569,3.526361,3,0
1,60,46,0,17,81.0,5,9,0.0,1,1,0,1,1,0,17.45,0.0,39.25,10.25,0.0,1067.0,0.0,2331.65,610.0,0.0,1,0,0,1,0,0,0,0,1,2.85934,3.208825,3.669951,2.327278,3.594569,4.394449,2,0
1,71,45,1,14,86.0,2,25,0.0,0,2,0,1,1,0,45.05,0.0,33.0,35.0,0.0,3235.9,0.0,2386.45,2495.0,0.0,1,0,0,1,0,0,0,0,0,3.807773,3.208825,3.496508,3.555348,3.594569,4.454347,2,0
3,38,27,1,0,26.0,4,2,0.0,0,4,0,1,1,1,12.2,0.0,38.75,9.25,28.05,477.5,0.0,1429.95,365.0,1111.0,0,1,1,1,1,1,1,0,1,2.501436,3.208825,3.657131,2.224624,3.333989,3.258097,4,1
3,16,34,1,5,51.0,2,8,0.0,1,5,0,0,1,0,4.7,0.0,0.0,16.5,0.0,61.5,0.0,0.0,260.0,0.0,0,0,0,0,0,0,0,0,0,1.547563,3.208825,3.5723445,2.80336,3.594569,3.931826,1,0
3,7,31,0,10,59.0,3,10,0.0,0,1,0,1,0,0,2.45,0.0,29.8,0.0,0.0,16.35,0.0,170.2,0.0,0.0,0,1,0,0,0,1,0,0,1,0.896088,3.208825,3.394508,2.847812,3.594569,4.077537,1,0
1,59,53,0,21,112.0,4,16,0.0,0,1,0,1,0,1,21.1,0.0,38.55,0.0,25.3,1236.3,0.0,2190.1,0.0,1465.35,1,0,0,1,0,0,0,0,1,3.049273,3.208825,3.651956,2.847812,3.230804,4.718499,2,1
2,22,56,1,14,57.0,4,28,0.0,0,2,1,1,1,1,6.2,18.25,36.65,10.5,28.8,135.2,417.55,748.3,250.0,649.6,1,1,1,1,1,1,1,1,0,1.824549,2.904165,3.601413,2.351375,3.360375,4.043051,4,0
1,18,48,1,20,41.0,1,2,0.0,1,2,1,0,1,0,4.35,13.0,0.0,8.0,0.0,59.15,220.95,0.0,135.0,0.0,0,0,0,0,1,1,0,0,0,1.470176,2.564949,3.5723445,2.079442,3.594569,3.713572,1,0
2,64,46,1,19,168.0,2,26,0.0,1,2,1,1,1,1,14.2,71.0,73.8,38.75,62.45,928.8,4667.75,4758.05,2460.0,3704.05,1,1,1,1,1,1,1,1,1,2.653242,4.26268,4.301359,3.657131,4.134366,5.123964,4,0
2,7,33,0,4,29.0,4,4,0.0,1,3,0,1,0,0,4.65,0.0,28.35,0.0,0.0,35.45,0.0,166.5,0.0,0.0,0,0,0,1,0,0,0,0,1,1.536867,3.208825,3.344627,2.847812,3.594569,3.367296,1,1
3,65,58,0,13,167.0,2,14,0.0,1,2,0,0,1,0,24.3,0.0,0.0,17.25,0.0,1642.35,0.0,0.0,1110.0,0.0,1,0,0,0,0,0,0,0,0,3.190476,3.208825,3.5723445,2.847812,3.594569,5.117994,2,0
3,7,24,0,5,29.0,2,3,0.0,0,3,1,0,0,0,4.45,13.5,0.0,0.0,0.0,43.7,109.5,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,1.492904,2.60269,3.5723445,2.847812,3.594569,3.367296,1,1
1,64,55,0,28,104.0,1,26,0.0,1,1,0,0,1,0,15.0,0.0,0.0,39.25,0.0,960.95,0.0,0.0,2360.0,0.0,0,0,0,0,1,0,0,1,0,2.70805,3.208825,3.5723445,3.669951,3.594569,4.644391,3,0
3,42,22,1,0,46.0,4,0,0.0,0,2,1,1,1,1,9.35,20.25,51.35,6.0,36.0,311.85,850.65,2099.55,270.0,1503.65,1,1,1,1,0,1,1,0,0,2.235376,3.008155,3.938665,1.791759,3.583519,3.828641,4,1
3,33,26,0,5,46.0,4,1,0.0,1,3,1,1,1,1,11.0,17.5,40.9,6.0,32.05,350.05,593.1,1347.7,185.0,1009.5,0,0,1,1,1,1,1,1,1,2.397895,2.862201,3.71113,1.791759,3.467297,3.828641,4,0
1,3,33,0,8,51.0,4,0,0.0,1,1,0,1,0,0,2.9,0.0,19.9,0.0,0.0,12.05,0.0,40.15,0.0,0.0,0,0,0,0,0,0,0,0,0,1.064711,3.208825,2.99072,2.847812,3.594569,3.931826,1,1
2,69,42,1,11,65.0,2,18,0.0,0,2,1,1,1,1,14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125.0,4399.6,1,1,1,1,1,1,1,1,1,2.653242,3.417727,4.162003,3.449988,4.197954,4.174387,4,0
2,9,33,0,1,48.0,2,13,0.0,0,2,1,0,1,0,3.15,13.25,0.0,30.5,0.0,39.75,110.05,0.0,275.0,0.0,0,0,0,0,1,1,0,0,0,1.147402,2.583998,3.5723445,3.417727,3.594569,3.871201,1,0
3,22,34,1,1,46.0,3,1,0.0,0,4,0,1,0,0,7.1,0.0,23.4,0.0,0.0,125.05,0.0,484.1,0.0,0.0,1,0,0,1,0,0,0,0,0,1.960095,3.208825,3.152736,2.847812,3.594569,3.828641,2,0
2,53,63,1,15,43.0,2,18,0.0,0,2,0,1,1,0,14.85,0.0,37.0,11.0,0.0,808.95,0.0,2012.6,535.0,0.0,1,0,0,1,0,0,0,0,1,2.698,3.208825,3.610918,2.397895,3.594569,3.7612,2,0
3,71,53,0,30,110.0,1,34,0.0,0,1,0,0,1,0,17.45,0.0,0.0,14.75,0.0,1249.8,0.0,0.0,1100.0,0.0,1,0,0,0,0,0,0,0,0,2.85934,3.208825,3.5723445,2.691243,3.594569,4.70048,2,0
3,24,26,0,2,32.0,3,2,0.0,0,3,0,0,0,0,4.25,0.0,0.0,0.0,0.0,97.35,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1.446919,3.208825,3.5723445,2.847812,3.594569,3.465736,1,0
3,12,22,1,1,18.0,3,0,0.0,1,2,0,0,0,0,4.65,0.0,0.0,0.0,0.0,57.7,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1.536867,3.208825,3.5723445,2.847812,3.594569,2.890372,1,0
1,25,39,1,1,26.0,4,0,0.0,0,4,0,1,1,1,14.45,0.0,35.95,23.0,24.75,349.9,0.0,895.05,515.0,640.8,1,1,1,1,0,0,0,0,1,2.670694,3.208825,3.582129,3.135494,3.208825,3.258097,2,1
3,63,28,1,9,34.0,2,10,0.0,1,6,1,0,1,1,15.0,40.0,0.0,17.5,45.1,934.05,2465.4,0.0,1120.0,2770.35,1,1,0,0,1,1,1,1,0,2.70805,3.688879,3.5723445,2.862201,3.808882,3.526361,3,0
1,33,54,1,18,57.0,4,4,0.0,1,3,1,1,0,0,7.5,30.25,33.9,0.0,0.0,226.25,1105.75,1108.5,0.0,0.0,1,0,0,1,1,1,1,0,0,2.014903,3.409496,3.523415,2.847812,3.594569,4.043051,3,1
2,57,54,1,20,21.0,2,0,0.0,1,3,0,0,1,0,10.6,0.0,0.0,17.0,0.0,565.55,0.0,0.0,930.0,0.0,0,0,0,0,0,0,0,0,0,2.360854,3.208825,3.5723445,2.833213,3.594569,3.044522,1,0
3,13,33,0,7,38.0,3,10,0.0,1,1,1,1,1,1,5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155.0,318.9,0,1,1,1,0,1,1,1,1,1.619388,2.917771,3.708682,2.525729,3.36211,3.637586,4,0
1,13,21,0,2,19.0,3,0,0.0,1,1,0,1,1,0,7.9,0.0,25.2,5.0,0.0,98.35,0.0,311.65,40.0,0.0,1,0,0,1,0,0,0,0,0,2.066863,3.208825,3.226844,1.609438,3.594569,2.944439,2,1
1,71,39,0,2,40.0,3,17,0.0,0,1,1,0,1,0,36.25,27.75,0.0,38.5,0.0,2553.7,1916.25,0.0,2620.0,0.0,1,1,0,0,0,1,0,1,0,3.590439,3.323236,3.5723445,3.650658,3.594569,3.688879,3,0
3,18,69,1,11,58.0,3,8,0.0,0,2,1,1,1,1,6.35,27.25,53.95,11.75,63.0,118.05,454.05,896.8,175.0,1049.95,1,1,1,1,1,1,1,1,1,1.848455,3.305054,3.988058,2.463853,4.143135,4.060443,4,0
1,17,51,1,10,95.0,2,15,0.0,1,2,0,0,0,0,7.45,0.0,0.0,0.0,0.0,132.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.008214,3.208825,3.5723445,2.847812,3.594569,4.553877,1,1
2,22,43,0,4,114.0,2,19,0.0,0,1,0,1,0,0,9.25,0.0,22.7,0.0,0.0,202.8,0.0,428.7,0.0,0.0,0,0,0,0,0,0,0,0,0,2.224624,3.208825,3.122365,2.847812,3.594569,4.736198,1,0
2,65,65,1,27,128.0,3,24,0.0,0,2,1,0,1,0,21.2,24.0,0.0,14.5,0.0,1325.05,1483.55,0.0,940.0,0.0,1,0,0,0,1,1,1,1,0,3.054001,3.178054,3.5723445,2.674149,3.594569,4.85203,3,0
3,7,40,0,9,33.0,4,2,0.0,1,1,0,0,0,0,2.8,0.0,0.0,0.0,0.0,16.85,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1.029619,3.208825,3.5723445,2.847812,3.594569,3.496508,1,0
3,72,66,0,30,460.0,4,41,0.0,1,1,0,1,1,0,89.4,0.0,46.55,18.75,0.0,6353.9,0.0,3411.2,1245.0,0.0,1,1,1,1,0,0,1,1,0,4.493121,3.208825,3.840527,2.931194,3.594569,6.131226,4,0
1,35,43,0,12,224.0,3,17,0.0,0,1,0,0,1,0,7.7,0.0,0.0,9.5,0.0,271.55,0.0,0.0,330.0,0.0,0,0,0,0,0,0,0,0,0,2.04122,3.208825,3.5723445,2.251292,3.594569,5.411646,1,0
1,24,39,0,2,122.0,4,12,0.0,0,3,1,0,1,1,4.45,26.25,0.0,9.75,35.9,98.35,625.95,0.0,210.0,844.95,0,0,1,1,1,1,1,1,0,1.492904,3.267666,3.5723445,2.277267,3.580737,4.804021,4,0
1,64,24,1,0,23.0,3,1,0.0,1,5,0,1,0,0,7.0,0.0,35.55,0.0,0.0,394.6,0.0,2182.4,0.0,0.0,1,0,0,1,0,1,0,1,0,1.94591,3.208825,3.57094,2.847812,3.594569,3.135494,2,0
2,63,63,1,19,191.0,3,27,0.0,0,2,0,0,1,0,12.7,0.0,0.0,7.0,0.0,782.45,0.0,0.0,435.0,0.0,1,0,0,0,0,0,0,0,0,2.541602,3.208825,3.5723445,1.94591,3.594569,5.252273,2,0
1,38,31,1,7,187.0,4,6,0.0,0,3,1,0,1,1,12.65,21.25,0.0,34.0,47.85,448.75,834.0,0.0,1165.0,1801.75,0,1,1,0,1,1,1,1,0,2.537657,3.056357,3.5723445,3.526361,3.868071,5.231109,4,1
2,29,37,1,9,119.0,3,12,0.0,0,3,0,0,0,0,4.6,0.0,0.0,0.0,0.0,138.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.526056,3.208825,3.5723445,2.847812,3.594569,4.779123,1,0
1,72,69,1,49,44.0,2,44,1.0,1,2,0,0,1,0,99.95,0.0,0.0,12.5,0.0,7257.6,0.0,0.0,875.0,0.0,1,0,0,0,0,1,0,1,0,4.60467,3.208825,3.5723445,2.525729,3.594569,3.78419,3,0
1,10,27,1,2,15.0,3,2,0.0,1,2,1,1,1,1,7.5,12.75,48.65,7.5,39.5,66.45,154.9,442.15,60.0,377.35,1,1,1,1,1,1,1,1,1,2.014903,2.545531,3.884652,2.014903,3.676301,2.70805,4,1
3,72,64,0,41,674.0,4,37,0.0,1,1,1,0,1,1,49.6,32.75,0.0,48.75,60.15,3535.8,2378.15,0.0,3465.0,4366.2,1,1,0,0,1,1,1,1,0,3.903991,3.488903,3.5723445,3.886705,4.096841,6.51323,3,0
3,52,23,1,4,33.0,4,0,0.0,1,2,1,0,1,0,13.1,18.25,0.0,18.75,0.0,757.8,945.15,0.0,920.0,0.0,1,0,0,0,1,1,1,1,0,2.572612,2.904165,3.5723445,2.931194,3.594569,3.496508,3,0
3,13,55,0,3,250.0,2,35,0.0,1,2,0,0,0,0,4.1,0.0,0.0,0.0,0.0,50.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.410987,3.208825,3.5723445,2.847812,3.594569,5.521461,1,0
1,3,33,0,6,64.0,4,0,0.0,0,2,0,1,0,0,2.15,0.0,20.75,0.0,0.0,6.0,0.0,53.1,0.0,0.0,0,0,0,0,0,0,0,0,1,0.765468,3.208825,3.032546,2.847812,3.594569,4.158883,1,1
3,39,24,1,2,26.0,2,4,0.0,0,4,0,0,1,0,10.4,0.0,0.0,12.5,0.0,403.5,0.0,0.0,480.0,0.0,0,0,0,0,0,0,0,0,1,2.341806,3.208825,3.5723445,2.525729,3.594569,3.258097,1,1
2,28,29,0,4,23.0,3,5,0.0,0,2,0,0,0,0,3.7,0.0,0.0,0.0,0.0,91.95,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,1,1.308333,3.208825,3.5723445,2.847812,3.594569,3.135494,2,0
2,46,42,0,9,52.0,4,7,0.0,0,3,0,0,1,0,14.25,0.0,0.0,21.0,0.0,611.65,0.0,0.0,985.0,0.0,1,0,0,0,0,0,0,0,0,2.656757,3.208825,3.5723445,3.044522,3.594569,3.951244,2,0
