checking_status,duration_new,credit_history,purpose,credit_amount,credit_amount_new,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,own_telephone,foreign_worker,class
A14,12,A34,A43,717,1,A61,A75,4,A93,A101,4,A121,52,A143,A152,3,A173,A191,A201,1
A14,6,A30,A40,1204,1,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,A191,A202,1
A13,24,A32,A42,1925,1,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,A191,A201,1
A14,18,A32,A43,433,1,A61,A71,3,A92,A102,4,A121,22,A143,A151,1,A173,A191,A201,2
A11,6,A34,A40,666,1,A64,A74,3,A92,A101,4,A121,39,A143,A152,2,A172,A192,A201,1
A13,12,A32,A42,2251,1,A61,A73,1,A92,A101,2,A123,46,A143,A152,1,A172,A191,A201,1
A12,30,A32,A40,2150,1,A61,A73,4,A92,A103,2,A124,24,A141,A152,1,A173,A191,A201,2
A14,24,A33,A42,4151,2,A62,A73,2,A93,A101,3,A122,35,A143,A152,2,A173,A191,A201,1
A12,9,A32,A42,2030,1,A65,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,A192,A201,1
A12,56.9,A33,A43,7418,3,A65,A73,1,A93,A101,1,A121,27,A143,A152,1,A172,A191,A201,1
A14,24,A34,A43,2684,1,A61,A73,4,A93,A101,2,A121,35,A143,A152,2,A172,A191,A201,1
A11,12,A31,A43,2149,1,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,A191,A201,2
A14,15,A32,A41,3812,1,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,A192,A201,1
A14,11,A34,A43,1154,1,A62,A71,4,A92,A101,4,A121,57,A143,A152,3,A172,A191,A201,1
A11,12,A32,A42,1657,1,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,A191,A201,1
A11,24,A32,A43,1603,1,A61,A75,4,A92,A101,4,A123,55,A143,A152,1,A173,A191,A201,1
A11,18,A34,A40,5302,2,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,A192,A201,1
A14,12,A34,A46,2748,1,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,A191,A201,1
A14,10,A34,A40,1231,1,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,A191,A202,1
A12,15,A32,A43,802,1,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,A191,A201,2
A14,36,A34,A49,6304,2,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,A191,A201,1
A14,24,A32,A43,1533,1,A61,A72,4,A92,A101,3,A123,38,A142,A152,1,A173,A192,A201,1
A11,14,A32,A40,8978,3,A61,A75,1,A91,A101,4,A122,45,A143,A152,1,A174,A192,A202,2
A14,24,A32,A43,999,1,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,A191,A201,1
A14,18,A32,A40,2662,1,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,A191,A202,1
A14,12,A34,A42,1402,1,A63,A74,3,A92,A101,4,A123,37,A143,A151,1,A173,A192,A201,1
A12,48,A31,A40,12169,4,A65,A71,4,A93,A102,4,A124,36,A143,A153,1,A174,A192,A201,1
A12,48,A32,A43,3060,1,A61,A74,4,A93,A101,4,A121,28,A143,A152,2,A173,A191,A201,2
A11,30,A32,A45,11998,3,A61,A72,1,A91,A101,1,A124,34,A143,A152,1,A172,A192,A201,2
A14,9,A32,A43,2697,1,A61,A73,1,A93,A101,2,A121,32,A143,A152,1,A173,A191,A201,1
A14,18,A34,A43,2404,1,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,A191,A201,1
A11,12,A32,A42,1262,1,A65,A75,2,A91,A101,4,A122,49,A143,A152,1,A172,A192,A201,1
A14,6,A32,A42,4611,2,A61,A72,1,A92,A101,4,A122,32,A143,A152,1,A173,A191,A201,2
A14,24,A32,A43,1901,1,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,A192,A201,1
A14,15,A34,A41,3368,1,A64,A75,3,A93,A101,4,A124,23,A143,A151,2,A173,A192,A201,1
A14,12,A32,A42,1574,1,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,A191,A201,1
A13,18,A31,A43,1445,1,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,A191,A201,1
A14,15,A34,A42,1520,1,A65,A75,4,A93,A101,4,A122,63,A143,A152,1,A173,A191,A201,1
A12,24,A34,A40,3878,1,A62,A72,4,A91,A101,2,A123,37,A143,A152,1,A173,A192,A201,1
A11,47,A32,A40,10722,3,A61,A72,1,A92,A101,1,A121,35,A143,A152,1,A172,A192,A201,1
A11,48,A32,A41,4788,2,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,A191,A201,1
A12,48,A33,A410,7582,3,A62,A71,2,A93,A101,4,A124,31,A143,A153,1,A174,A192,A201,1
A12,12,A32,A43,1092,1,A61,A73,4,A92,A103,4,A121,49,A143,A152,2,A173,A192,A201,1
A11,24,A33,A43,1024,1,A61,A72,4,A94,A101,4,A121,48,A142,A152,1,A173,A191,A201,2
A14,12,A32,A49,1076,1,A61,A73,2,A94,A101,2,A121,26,A143,A152,1,A173,A192,A202,1
A12,36,A32,A41,9398,3,A61,A72,1,A94,A101,4,A123,28,A143,A151,1,A174,A192,A201,2
A11,24,A34,A41,6419,2,A61,A75,2,A92,A101,4,A124,44,A143,A153,2,A174,A192,A201,1
A13,42,A34,A41,4796,2,A61,A75,4,A93,A101,4,A124,56,A143,A153,1,A173,A191,A201,1
A14,48,A34,A49,7629,3,A65,A75,4,A91,A101,2,A123,46,A141,A152,2,A174,A191,A201,1
A12,48,A32,A42,9960,3,A61,A72,1,A92,A101,2,A123,26,A143,A152,1,A173,A192,A201,2
A14,12,A32,A41,4675,2,A65,A72,1,A92,A101,4,A123,20,A143,A151,1,A173,A191,A201,1
A14,10,A32,A40,1287,1,A65,A75,4,A93,A102,2,A122,45,A143,A152,1,A172,A191,A202,1
A14,18,A32,A42,2515,1,A61,A73,3,A93,A101,4,A121,43,A143,A152,1,A173,A192,A201,1
A12,21,A34,A42,2745,1,A64,A74,3,A93,A101,2,A123,32,A143,A152,2,A173,A192,A201,1
A14,6,A32,A40,672,1,A61,A71,1,A92,A101,4,A121,54,A143,A152,1,A171,A192,A201,1
A12,36,A30,A43,3804,1,A61,A73,4,A92,A101,1,A123,42,A143,A152,1,A173,A192,A201,2
A13,24,A34,A40,1344,1,A65,A74,4,A93,A101,2,A121,37,A141,A152,2,A172,A191,A201,2
A11,10,A34,A40,1038,1,A61,A74,4,A93,A102,3,A122,49,A143,A152,2,A173,A192,A201,1
A14,48,A34,A40,10127,3,A63,A73,2,A93,A101,2,A124,44,A141,A153,1,A173,A191,A201,2
A14,6,A32,A42,1543,1,A64,A73,4,A91,A101,2,A121,33,A143,A152,1,A173,A191,A201,1
A14,30,A32,A41,4811,2,A65,A74,2,A92,A101,4,A122,24,A142,A151,1,A172,A191,A201,1
A11,12,A32,A43,727,1,A62,A72,4,A94,A101,3,A124,33,A143,A152,1,A172,A192,A201,2
A12,8,A32,A42,1237,1,A61,A73,3,A92,A101,4,A121,24,A143,A152,1,A173,A191,A201,2
A12,9,A32,A40,276,1,A61,A73,4,A94,A101,4,A121,22,A143,A151,1,A172,A191,A201,1
A12,48,A32,A410,5381,2,A65,A71,3,A93,A101,4,A124,40,A141,A153,1,A171,A192,A201,1
A14,24,A32,A42,5511,2,A62,A73,4,A93,A101,1,A123,25,A142,A152,1,A173,A191,A201,1
A13,24,A32,A42,3749,1,A61,A72,2,A92,A101,4,A123,26,A143,A152,1,A173,A191,A201,1
A12,12,A32,A40,685,1,A61,A74,2,A94,A101,3,A123,25,A141,A152,1,A172,A191,A201,2
A13,4,A32,A40,1494,1,A65,A72,1,A93,A101,2,A121,29,A143,A152,1,A172,A191,A202,1
A11,36,A31,A42,2746,1,A61,A75,4,A93,A101,4,A123,31,A141,A152,1,A173,A191,A201,2
A11,12,A32,A42,708,1,A61,A73,2,A93,A103,3,A122,38,A143,A152,1,A172,A191,A201,1
A12,24,A32,A42,4351,2,A65,A73,1,A92,A101,4,A122,48,A143,A152,1,A172,A192,A201,1
A14,12,A34,A46,701,1,A61,A73,4,A93,A101,2,A123,32,A143,A152,2,A173,A191,A201,1
A11,15,A33,A42,3643,1,A61,A75,1,A92,A101,4,A122,27,A143,A152,2,A172,A191,A201,1
A12,30,A34,A40,4249,2,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,A191,A201,2
A11,24,A32,A43,1938,1,A61,A72,4,A91,A101,3,A122,32,A143,A152,1,A173,A191,A201,2
A11,24,A32,A41,2910,1,A61,A74,2,A93,A101,1,A124,34,A143,A153,1,A174,A192,A201,1
A11,18,A32,A42,2659,1,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,A191,A201,1
A14,18,A34,A40,1028,1,A61,A73,4,A92,A101,3,A121,36,A143,A152,2,A173,A191,A201,1
A11,8,A34,A40,3398,1,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,A191,A202,1
A14,12,A34,A42,5801,2,A65,A75,2,A93,A101,4,A122,49,A143,A151,1,A173,A192,A201,1
A14,24,A32,A40,1525,1,A64,A74,4,A92,A101,3,A123,34,A143,A152,1,A173,A192,A201,1
A13,36,A32,A43,4473,2,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,A191,A201,1
A12,6,A32,A43,1068,1,A61,A75,4,A93,A101,4,A123,28,A143,A152,1,A173,A191,A201,1
A11,24,A34,A41,6615,3,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,A192,A201,1
A14,18,A34,A46,1864,1,A62,A73,4,A92,A101,2,A121,30,A143,A152,2,A173,A191,A201,2
A12,56.9,A32,A40,7408,3,A62,A72,4,A92,A101,2,A122,24,A143,A152,1,A174,A191,A201,2
A14,48,A34,A41,11590,3,A62,A73,2,A92,A101,4,A123,24,A141,A151,2,A172,A191,A201,2
A11,24,A30,A42,4110,2,A61,A75,3,A93,A101,4,A124,23,A141,A151,2,A173,A191,A201,2
A11,6,A34,A42,3384,1,A61,A73,1,A91,A101,4,A121,44,A143,A151,1,A174,A192,A201,2
A12,13,A32,A43,2101,1,A61,A72,2,A92,A103,4,A122,23,A143,A152,1,A172,A191,A201,1
A11,15,A32,A44,1275,1,A65,A73,4,A92,A101,2,A123,24,A143,A151,1,A173,A191,A201,2
A11,24,A32,A42,4169,2,A61,A73,4,A93,A101,4,A122,28,A143,A152,1,A173,A191,A201,1
A12,10,A32,A42,1521,1,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,A191,A201,1
A12,24,A34,A46,5743,2,A61,A72,2,A92,A101,4,A124,24,A143,A153,2,A173,A192,A201,1
A11,21,A32,A42,3599,1,A61,A74,1,A92,A101,4,A123,26,A143,A151,1,A172,A191,A201,1
A12,18,A32,A43,3213,1,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,A191,A201,1
A12,18,A32,A49,4439,2,A61,A75,1,A93,A102,1,A121,33,A141,A152,1,A174,A192,A201,1
A13,10,A32,A40,3949,2,A61,A72,1,A93,A103,1,A122,37,A143,A152,1,A172,A191,A201,1
A14,15,A34,A43,1459,1,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,A191,A201,1
A12,13,A34,A43,882,1,A61,A72,4,A93,A103,4,A121,23,A143,A152,2,A173,A191,A201,1
A12,24,A32,A43,3758,1,A63,A71,1,A92,A101,4,A124,23,A143,A151,1,A171,A191,A201,1
A14,6,A33,A49,1743,1,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,A191,A201,1
A12,9,A34,A46,1136,1,A64,A75,4,A93,A101,3,A124,32,A143,A153,2,A173,A191,A201,2
A14,9,A32,A44,1236,1,A61,A72,1,A92,A101,4,A121,23,A143,A151,1,A173,A192,A201,1
A12,9,A32,A42,959,1,A61,A73,1,A92,A101,2,A123,29,A143,A152,1,A173,A191,A202,2
A14,18,A34,A41,3229,1,A65,A71,2,A93,A101,4,A124,38,A143,A152,1,A174,A192,A201,1
A11,12,A30,A43,6199,2,A61,A73,4,A93,A101,2,A122,28,A143,A151,2,A173,A192,A201,2
A14,10,A32,A46,727,1,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,A192,A201,1
A12,24,A32,A40,1246,1,A61,A72,4,A93,A101,2,A121,23,A142,A152,1,A172,A191,A201,2
A14,12,A34,A43,2331,1,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,A192,A201,1
A14,36,A33,A43,4463,2,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,A192,A201,2
A14,12,A32,A43,776,1,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,A191,A201,1
A11,30,A32,A42,2406,1,A61,A74,4,A92,A101,4,A121,23,A143,A151,1,A173,A191,A201,2
A12,18,A32,A46,1239,1,A65,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,A191,A201,1
A13,12,A32,A43,3399,1,A65,A75,2,A93,A101,3,A123,37,A143,A152,1,A174,A191,A201,1
A13,12,A33,A40,2247,1,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,A192,A201,1
A14,6,A32,A42,1766,1,A61,A73,1,A94,A101,2,A122,21,A143,A151,1,A173,A191,A201,1
A11,18,A32,A42,2473,1,A61,A71,4,A93,A101,1,A123,25,A143,A152,1,A171,A191,A201,2
A14,12,A32,A49,1542,1,A61,A74,2,A93,A101,4,A123,36,A143,A152,1,A173,A192,A201,1
A14,18,A34,A41,3850,1,A61,A74,3,A93,A101,1,A123,27,A143,A152,2,A173,A191,A201,1
A11,18,A32,A42,3650,1,A61,A72,1,A92,A101,4,A123,22,A143,A151,1,A173,A191,A201,1
A11,36,A32,A42,3446,1,A61,A75,4,A93,A101,2,A123,42,A143,A152,1,A173,A191,A201,2
A12,18,A32,A42,3001,1,A61,A74,2,A92,A101,4,A121,40,A143,A151,1,A173,A191,A201,1
A14,36,A32,A40,3079,1,A65,A73,4,A93,A101,4,A121,36,A143,A152,1,A173,A191,A201,1
A14,18,A34,A43,6070,2,A61,A75,3,A93,A101,4,A123,33,A143,A152,2,A173,A192,A201,1
A14,10,A34,A42,2146,1,A61,A72,1,A92,A101,3,A121,23,A143,A151,2,A173,A191,A201,1
A14,56.9,A34,A40,13756,4,A65,A75,2,A93,A101,4,A124,63,A141,A153,1,A174,A192,A201,1
A12,56.9,A31,A410,14782,4,A62,A75,3,A92,A101,4,A124,60,A141,A153,2,A174,A192,A201,2
A11,48,A31,A49,7685,3,A61,A74,2,A92,A103,4,A123,37,A143,A151,1,A173,A191,A201,2
A14,18,A33,A43,2320,1,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,A191,A201,1
A14,7,A33,A43,846,1,A65,A75,3,A93,A101,4,A124,36,A143,A153,1,A173,A191,A201,1
A12,36,A32,A40,14318,4,A61,A75,4,A93,A101,2,A124,57,A143,A153,1,A174,A192,A201,2
A14,6,A34,A40,362,1,A62,A73,4,A92,A101,4,A123,52,A143,A152,2,A172,A191,A201,1
A11,20,A32,A42,2212,1,A65,A74,4,A93,A101,4,A123,39,A143,A152,1,A173,A192,A201,1
A12,18,A32,A41,12976,4,A61,A71,3,A92,A101,4,A124,38,A143,A153,1,A174,A192,A201,2
A14,22,A32,A40,1283,1,A65,A74,4,A92,A101,4,A122,25,A143,A151,1,A173,A191,A201,1
A13,12,A32,A40,1330,1,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,A191,A201,1
A14,30,A33,A49,4272,2,A62,A73,2,A93,A101,2,A122,26,A143,A152,2,A172,A191,A201,1
A14,18,A34,A43,2238,1,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,A191,A201,1
A14,18,A32,A43,1126,1,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,A192,A201,1
A12,18,A34,A42,7374,3,A61,A71,4,A93,A101,4,A122,40,A142,A152,2,A174,A192,A201,1
A12,15,A34,A49,2326,1,A63,A73,2,A93,A101,4,A123,27,A141,A152,1,A173,A191,A201,1
A14,9,A32,A49,1449,1,A61,A74,3,A92,A101,2,A123,27,A143,A152,2,A173,A191,A201,1
A14,18,A32,A40,1820,1,A61,A73,2,A94,A101,2,A122,30,A143,A152,1,A174,A192,A201,1
A12,12,A32,A42,983,1,A64,A72,1,A92,A101,4,A121,19,A143,A151,1,A172,A191,A201,1
A11,36,A32,A40,3249,1,A61,A74,2,A93,A101,4,A124,39,A141,A153,1,A174,A192,A201,1
A11,6,A34,A43,1957,1,A61,A74,1,A92,A101,4,A123,31,A143,A152,1,A173,A191,A201,1
A14,9,A34,A42,2406,1,A61,A71,2,A93,A101,3,A123,31,A143,A152,1,A174,A191,A201,1
A12,39,A33,A46,11760,3,A62,A74,2,A93,A101,3,A124,32,A143,A151,1,A173,A192,A201,1
A11,12,A32,A42,2578,1,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,A191,A201,1
A11,36,A34,A42,2348,1,A61,A73,3,A94,A101,2,A122,46,A143,A152,2,A173,A192,A201,1
A12,12,A32,A40,1223,1,A61,A75,1,A91,A101,1,A121,46,A143,A151,2,A173,A191,A201,2
A14,24,A34,A43,1516,1,A64,A73,4,A92,A101,1,A121,43,A143,A152,2,A172,A191,A201,1
A14,18,A32,A43,1473,1,A61,A72,3,A94,A101,4,A121,39,A143,A152,1,A173,A192,A201,1
A12,18,A34,A49,1887,1,A65,A73,4,A94,A101,4,A121,28,A141,A152,2,A173,A191,A201,1
A14,24,A33,A49,8648,3,A61,A72,2,A93,A101,2,A123,27,A141,A152,2,A173,A192,A201,2
A14,14,A33,A40,802,1,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,A191,A201,1
A12,18,A33,A40,2899,1,A65,A75,4,A93,A101,4,A123,43,A143,A152,1,A173,A191,A201,1
A12,24,A32,A43,2039,1,A61,A72,1,A94,A101,1,A122,22,A143,A152,1,A173,A192,A201,2
A14,24,A34,A41,2197,1,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,A192,A201,1
A11,15,A32,A43,1053,1,A61,A72,4,A94,A101,2,A121,27,A143,A152,1,A173,A191,A202,1
A14,24,A32,A43,3235,1,A63,A75,3,A91,A101,2,A123,26,A143,A152,1,A174,A192,A201,1
A13,12,A34,A40,939,1,A63,A74,4,A94,A101,2,A121,28,A143,A152,3,A173,A192,A201,2
A12,24,A32,A43,1967,1,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,A192,A201,1
A14,33,A34,A41,7253,3,A61,A74,3,A93,A101,2,A123,35,A143,A152,2,A174,A192,A201,1
A14,12,A34,A49,2292,1,A61,A71,4,A93,A101,2,A123,42,A142,A152,2,A174,A192,A201,2
A14,10,A32,A40,1597,1,A63,A73,3,A93,A101,2,A124,40,A143,A151,1,A172,A191,A202,1
A11,24,A32,A40,1381,1,A65,A73,4,A92,A101,2,A122,35,A143,A152,1,A173,A191,A201,2
A14,36,A34,A41,5842,2,A61,A75,2,A93,A101,2,A122,35,A143,A152,2,A173,A192,A201,1
A11,12,A32,A40,2579,1,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A172,A191,A201,2
A11,18,A33,A46,8471,3,A65,A73,1,A92,A101,2,A123,23,A143,A151,2,A173,A192,A201,1
A14,21,A32,A40,2782,1,A63,A74,1,A92,A101,2,A123,31,A141,A152,1,A174,A191,A201,1
A12,18,A32,A40,1042,1,A65,A73,4,A92,A101,2,A122,33,A143,A152,1,A173,A191,A201,2
A14,15,A32,A40,3186,1,A64,A74,2,A92,A101,3,A123,20,A143,A151,1,A173,A191,A201,1
A12,12,A32,A41,2028,1,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,A191,A201,1
A12,12,A34,A40,958,1,A61,A74,2,A93,A101,3,A121,47,A143,A152,2,A172,A191,A201,1
A14,21,A33,A42,1591,1,A62,A74,4,A93,A101,3,A121,34,A143,A152,2,A174,A191,A201,1
A12,12,A32,A42,2762,1,A65,A75,1,A92,A101,2,A122,25,A141,A152,1,A173,A192,A201,2
A12,18,A32,A41,2779,1,A61,A73,1,A94,A101,3,A123,21,A143,A151,1,A173,A192,A201,1
A14,28,A34,A43,2743,1,A61,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,A191,A201,1
A14,18,A34,A43,1149,1,A64,A73,4,A93,A101,3,A121,46,A143,A152,2,A173,A191,A201,1
A14,9,A32,A42,1313,1,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,A191,A201,1
A11,18,A34,A45,1190,1,A61,A71,2,A92,A101,4,A124,55,A143,A153,3,A171,A191,A201,2
A14,5,A32,A49,3448,1,A61,A74,1,A93,A101,4,A121,74,A143,A152,1,A172,A191,A201,1
A12,24,A32,A410,11328,3,A61,A73,2,A93,A102,3,A123,29,A141,A152,2,A174,A192,A201,2
A11,6,A34,A42,1872,1,A61,A71,4,A93,A101,4,A124,36,A143,A153,3,A174,A192,A201,1
A14,24,A34,A45,2058,1,A61,A73,4,A91,A101,2,A121,33,A143,A152,2,A173,A192,A201,1
A11,9,A32,A42,2136,1,A61,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,A191,A201,1
A12,12,A32,A43,1484,1,A65,A73,2,A94,A101,1,A121,25,A143,A152,1,A173,A192,A201,2
A14,6,A32,A45,660,1,A63,A74,2,A94,A101,4,A121,23,A143,A151,1,A172,A191,A201,1
A14,24,A34,A40,1287,1,A64,A75,4,A92,A101,4,A121,37,A143,A152,2,A173,A192,A201,1
A11,42,A34,A45,3394,1,A61,A71,4,A93,A102,4,A123,65,A143,A152,2,A171,A191,A201,1
A13,12,A31,A49,609,1,A61,A72,4,A92,A101,1,A121,26,A143,A152,1,A171,A191,A201,2
A14,12,A32,A40,1884,1,A61,A75,4,A93,A101,4,A123,39,A143,A152,1,A174,A192,A201,1
A11,12,A32,A42,1620,1,A61,A73,2,A92,A102,3,A122,30,A143,A152,1,A173,A191,A201,1
A12,20,A33,A410,2629,1,A61,A73,2,A93,A101,3,A123,29,A141,A152,2,A173,A192,A201,1
A14,12,A32,A46,719,1,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,A191,A201,2
A12,48,A34,A42,5096,2,A61,A73,2,A92,A101,3,A123,30,A143,A152,1,A174,A192,A201,2
A14,9,A34,A46,1244,1,A65,A75,4,A92,A101,4,A122,41,A143,A151,2,A172,A191,A201,1
A11,36,A32,A40,1842,1,A61,A72,4,A92,A101,4,A123,34,A143,A152,1,A173,A192,A201,2
A12,7,A32,A43,2576,1,A61,A73,2,A93,A103,2,A121,35,A143,A152,1,A173,A191,A201,1
A13,12,A32,A42,1424,1,A65,A75,3,A92,A101,4,A121,55,A143,A152,1,A174,A192,A201,1
A12,15,A33,A45,1512,1,A64,A73,3,A94,A101,3,A122,61,A142,A152,2,A173,A191,A201,2
A14,36,A34,A41,11054,3,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A174,A192,A201,1
A14,6,A32,A43,518,1,A61,A73,3,A92,A101,1,A121,29,A143,A152,1,A173,A191,A201,1
A14,12,A30,A42,2759,1,A61,A75,2,A93,A101,4,A122,34,A143,A152,2,A173,A191,A201,1
A14,24,A32,A41,2670,1,A61,A75,4,A93,A101,4,A123,35,A143,A152,1,A174,A192,A201,1
A11,24,A32,A40,4817,2,A61,A74,2,A93,A102,3,A122,31,A143,A152,1,A173,A192,A201,2
A14,24,A32,A41,2679,1,A61,A72,4,A92,A101,1,A124,29,A143,A152,1,A174,A192,A201,1
A11,11,A34,A40,3905,2,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,A191,A201,1
A11,12,A32,A41,3386,1,A61,A75,3,A93,A101,4,A124,35,A143,A153,1,A173,A192,A201,2
A11,6,A32,A44,343,1,A61,A72,4,A92,A101,1,A121,27,A143,A152,1,A173,A191,A201,1
A14,18,A32,A43,4594,2,A61,A72,3,A93,A101,2,A123,32,A143,A152,1,A173,A192,A201,1
A11,36,A32,A42,3620,1,A61,A73,1,A93,A103,2,A122,37,A143,A152,1,A173,A191,A201,1
A11,15,A32,A40,1721,1,A61,A72,2,A93,A101,3,A121,36,A143,A152,1,A173,A191,A201,1
A12,12,A32,A42,3017,1,A61,A72,3,A92,A101,1,A121,34,A143,A151,1,A174,A191,A201,1
A12,12,A32,A48,754,1,A65,A75,4,A93,A101,4,A122,38,A143,A152,2,A173,A191,A201,1
A14,18,A32,A49,1950,1,A61,A74,4,A93,A101,1,A123,34,A142,A152,2,A173,A192,A201,1
A11,24,A32,A41,2924,1,A61,A73,3,A93,A103,4,A124,63,A141,A152,1,A173,A192,A201,1
A11,24,A33,A43,1659,1,A61,A72,4,A92,A101,2,A123,29,A143,A151,1,A172,A192,A201,2
A14,48,A33,A43,7238,3,A65,A75,3,A93,A101,3,A123,32,A141,A152,2,A173,A191,A201,1
A14,33,A33,A49,2764,1,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,A192,A201,1
A14,24,A33,A41,4679,2,A61,A74,3,A93,A101,3,A123,35,A143,A152,2,A172,A192,A201,1
A12,24,A32,A43,3092,1,A62,A72,3,A94,A101,2,A123,22,A143,A151,1,A173,A192,A201,2
A11,6,A32,A46,448,1,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,A191,A201,2
A11,9,A32,A40,654,1,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,A191,A201,2
A14,6,A32,A48,1238,1,A65,A71,4,A93,A101,4,A122,36,A143,A152,1,A174,A192,A201,1
A12,18,A34,A43,1245,1,A61,A73,4,A94,A101,2,A123,33,A143,A152,1,A173,A191,A201,2
A11,18,A30,A42,3114,1,A61,A72,1,A92,A101,4,A122,26,A143,A151,1,A173,A191,A201,2
A14,39,A32,A41,2569,1,A63,A73,4,A93,A101,4,A123,24,A143,A152,1,A173,A191,A201,1
A13,24,A32,A43,5152,2,A61,A74,4,A93,A101,2,A123,25,A141,A152,1,A173,A191,A201,1
A12,12,A32,A49,1037,1,A62,A74,3,A93,A101,4,A121,39,A143,A152,1,A172,A191,A201,1
A11,15,A34,A42,1478,1,A61,A75,4,A93,A101,4,A123,44,A143,A152,2,A173,A192,A201,1
A12,12,A34,A43,3573,1,A61,A73,1,A92,A101,1,A121,23,A143,A152,1,A172,A191,A201,1
A12,24,A32,A40,1201,1,A61,A72,4,A93,A101,1,A122,26,A143,A152,1,A173,A191,A201,1
A11,30,A32,A42,3622,1,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A173,A192,A201,1
A14,15,A33,A42,960,1,A64,A74,3,A92,A101,2,A122,30,A143,A152,2,A173,A191,A201,1
A14,12,A34,A40,1163,1,A63,A73,4,A93,A101,4,A121,44,A143,A152,1,A173,A192,A201,1
A12,6,A33,A40,1209,1,A61,A71,4,A93,A101,4,A122,47,A143,A152,1,A174,A192,A201,2
A14,12,A32,A43,3077,1,A61,A73,2,A93,A101,4,A123,52,A143,A152,1,A173,A192,A201,1
A14,24,A32,A40,3757,1,A61,A75,4,A92,A102,4,A124,62,A143,A153,1,A173,A192,A201,1
A14,10,A32,A40,1418,1,A62,A73,3,A93,A101,2,A121,35,A143,A151,1,A172,A191,A202,1
A14,6,A32,A40,3518,1,A61,A73,2,A93,A103,3,A122,26,A143,A151,1,A173,A191,A201,1
A14,12,A34,A43,1934,1,A61,A75,2,A93,A101,2,A124,26,A143,A152,2,A173,A191,A201,1
A12,27,A30,A49,8318,3,A61,A75,2,A92,A101,4,A124,42,A143,A153,2,A174,A192,A201,2
A14,6,A34,A43,1237,1,A62,A73,1,A92,A101,1,A122,27,A143,A152,2,A173,A191,A201,1
A12,6,A32,A43,368,1,A65,A75,4,A93,A101,4,A122,38,A143,A152,1,A173,A191,A201,1
